,gamma,PHI,x_vals,llh,delta_llh
462,2.793877551020408,-0.85,"[ 3.00523414e-02  7.99999860e+00  5.52268044e-01  1.49284138e-01
  7.51664814e-01 -1.77968885e+02]",-293597.22713949525,22.45690218685195
463,2.793877551020408,-0.8,"[ 3.00523413e-02  7.99999860e+00  5.52268044e-01  1.49284138e-01
  7.51664814e-01 -1.77968885e+02]",-293597.33295025286,22.351091429241933
464,2.793877551020408,-0.75,"[ 3.00523413e-02  7.99999860e+00  5.52268044e-01  1.49284138e-01
  7.51664814e-01 -1.77968885e+02]",-293597.45036445593,22.23367722617695
465,2.793877551020408,-0.7,"[ 3.00523413e-02  7.99999860e+00  5.52268044e-01  1.49284138e-01
  7.51664814e-01 -1.77968885e+02]",-293597.5805455234,22.103496158728376
466,2.793877551020408,-0.6499999999999999,"[ 2.97371369e-02  7.99999899e+00  5.52268051e-01  1.48996875e-01
  7.51665398e-01 -1.77968854e+02]",-293597.7263205097,21.9577211724245
467,2.793877551020408,-0.6,"[ 2.97324610e-02  7.99999899e+00  5.52268062e-01  1.48996667e-01
  7.51664562e-01 -1.77968854e+02]",-293597.88651926897,21.797522413136903
468,2.793877551020408,-0.55,"[ 2.97319839e-02  7.99999899e+00  5.52268016e-01  1.48996644e-01
  7.51664604e-01 -1.77968854e+02]",-293598.063592597,21.6204490850796
469,2.793877551020408,-0.5,"[ 2.97316837e-02  7.99999898e+00  5.52268049e-01  1.48996653e-01
  7.51664632e-01 -1.77968854e+02]",-293598.2590990587,21.424942623416428
470,2.793877551020408,-0.44999999999999996,"[ 2.97314190e-02  7.99999898e+00  5.52268023e-01  1.48996641e-01
  7.51664655e-01 -1.77968854e+02]",-293598.47467349534,21.209368186770007
471,2.793877551020408,-0.3999999999999999,"[ 2.91533870e-02  7.99999556e+00  5.52266379e-01  1.48997389e-01
  7.51664810e-01 -1.77968811e+02]",-293598.7141084836,20.96993319853209
472,2.793877551020408,-0.35,"[ 2.91433415e-02  7.99999556e+00  5.52268044e-01  1.48996821e-01
  7.51663668e-01 -1.77968810e+02]",-293598.97628125275,20.70776042935904
473,2.793877551020408,-0.29999999999999993,"[ 2.88564799e-02  7.99999398e+00  5.52268047e-01  1.48996645e-01
  7.51664234e-01 -1.77968790e+02]",-293599.2645817954,20.41945988673251
474,2.793877551020408,-0.25,"[ 2.88564711e-02  7.99999398e+00  5.52268046e-01  1.48996644e-01
  7.51664235e-01 -1.77968790e+02]",-293599.5804626904,20.103578991722316
475,2.793877551020408,-0.19999999999999996,"[ 2.88564685e-02  7.99999398e+00  5.52268046e-01  1.48996644e-01
  7.51664235e-01 -1.77968790e+02]",-293599.92578819173,19.758253490377683
476,2.793877551020408,-0.1499999999999999,"[ 2.88564682e-02  7.99999398e+00  5.52268046e-01  1.48996644e-01
  7.51664235e-01 -1.77968790e+02]",-293600.30243806913,19.381603612971958
477,2.793877551020408,-0.09999999999999998,"[ 2.81452171e-02  7.99999678e+00  5.52275195e-01  1.48994765e-01
  7.48331383e-01 -1.77968584e+02]",-293600.732388415,18.951653267082293
478,2.793877551020408,-0.04999999999999993,"[ 2.75773377e-02  7.99999678e+00  5.52268069e-01  1.48997049e-01
  7.48368684e-01 -1.77968540e+02]",-293601.1886330743,18.495408607821446
479,2.793877551020408,0.0,"[ 2.74247402e-02  7.99999677e+00  5.52267832e-01  1.48996359e-01
  7.48331477e-01 -1.77968529e+02]",-293601.68244476314,18.00159691896988
480,2.793877551020408,0.050000000000000044,"[ 2.69304014e-02  7.99999677e+00  5.52268056e-01  1.49001253e-01
  7.48331477e-01 -1.77968493e+02]",-293602.21597480855,17.468066873552743
481,2.793877551020408,0.10000000000000009,"[ 2.69300102e-02  7.99999677e+00  5.52268017e-01  1.49001235e-01
  7.48331420e-01 -1.77968493e+02]",-293602.7892663094,16.89477537269704
482,2.793877551020408,0.15000000000000013,"[ 2.60833871e-02  7.99999681e+00  5.52268118e-01  1.48996653e-01
  7.48331477e-01 -1.77968428e+02]",-293603.4063941687,16.277647513430566
483,2.793877551020408,0.20000000000000018,"[ 2.60823507e-02  7.99999681e+00  5.52268077e-01  1.48996652e-01
  7.48331359e-01 -1.77968428e+02]",-293604.0625204256,15.621521256514825
484,2.793877551020408,0.25,"[ 2.50533436e-02  7.99999683e+00  5.52268027e-01  1.48996644e-01
  7.48331472e-01 -1.77968353e+02]",-293604.762525317,14.921516365080606
485,2.793877551020408,0.30000000000000004,"[ 2.50530949e-02  7.99999683e+00  5.52268058e-01  1.48996643e-01
  7.48331439e-01 -1.77968353e+02]",-293605.4980282139,14.186013468191959
486,2.793877551020408,0.3500000000000001,"[ 2.38385481e-02  7.99999682e+00  5.52268013e-01  1.48996644e-01
  7.48331531e-01 -1.77968258e+02]",-293606.27381261217,13.410229069937486
487,2.793877551020408,0.40000000000000013,"[ 2.31100630e-02  7.99999673e+00  5.52268052e-01  1.48996661e-01
  7.48331469e-01 -1.77968205e+02]",-293607.07880786574,12.605233816371765
488,2.793877551020408,0.4500000000000002,"[ 2.31097043e-02  7.99999673e+00  5.52268016e-01  1.48996644e-01
  7.48331501e-01 -1.77968205e+02]",-293607.9045496833,11.779491998779122
489,2.793877551020408,0.5,"[ 2.14557655e-02  7.99999668e+00  5.52267971e-01  1.49001267e-01
  7.48331469e-01 -1.77968097e+02]",-293608.7535860977,10.930455584428273
490,2.793877551020408,0.55,"[ 2.05529037e-02  7.99999674e+00  5.52268375e-01  1.48997149e-01
  7.48331322e-01 -1.77968026e+02]",-293609.6026841344,10.081357547722291
491,2.793877551020408,0.6000000000000001,"[ 1.94706967e-02  7.99999720e+00  5.52268049e-01  1.48996681e-01
  7.48331474e-01 -1.77967945e+02]",-293610.43993903394,9.244102648168337
492,2.793877551020408,0.6500000000000001,"[ 1.83935658e-02  7.99999732e+00  5.52270111e-01  1.48997652e-01
  7.48331472e-01 -1.77967867e+02]",-293611.24574035156,8.438301330548711
493,2.793877551020408,0.7000000000000002,"[ 1.70850410e-02  7.99999713e+00  5.52268008e-01  1.48996633e-01
  7.48331591e-01 -1.77967771e+02]",-293611.9960257771,7.688015905034263
494,2.793877551020408,0.75,"[ 1.57108160e-02  7.99999740e+00  5.52268017e-01  1.48996643e-01
  7.48331451e-01 -1.77967665e+02]",-293612.66018161335,7.02386006875895
495,2.793877551020408,0.8,"[ 1.44395124e-02  7.99999753e+00  5.52310600e-01  1.48996644e-01
  7.48458881e-01 -1.77967564e+02]",-293613.198192684,6.4858489981270395
496,2.793877551020408,0.8500000000000001,"[ 1.25119894e-02  7.99999785e+00  5.52208564e-01  1.48996644e-01
  7.48690770e-01 -1.77967431e+02]",-293613.5741433712,6.109898310911376
497,2.793877551020408,0.9000000000000001,"[ 1.14260285e-02  8.00000000e+00  5.52268045e-01  1.49183284e-01
  7.51664809e-01 -1.77967312e+02]",-293613.7812753011,5.902766380982939
498,2.793877551020408,0.9500000000000002,"[ 9.34485721e-03  8.00000000e+00  5.52172370e-01  1.49331791e-01
  7.51664817e-01 -1.77967166e+02]",-293613.7088767401,5.975164942035917
499,2.793877551020408,1.0,"[ 8.03891491e-03  8.00000000e+00  5.47722556e-01  1.49337449e-01
  7.54990089e-01 -1.77967010e+02]",-293613.3867467,6.297294982126914
500,2.793877551020408,1.0500000000000003,"[ 5.82901005e-03  8.00000000e+00  5.47722555e-01  1.49331822e-01
  7.54984716e-01 -1.77966885e+02]",-293612.7119837039,6.972057978215162
501,2.793877551020408,1.1,"[ 3.88961225e-03  8.00000000e+00  5.47722551e-01  1.49331839e-01
  7.58287364e-01 -1.77966760e+02]",-293611.6200533777,8.063988304405939
502,2.793877551020408,1.15,"[ 1.53914879e-03  8.00000000e+00  5.47472989e-01  1.49331731e-01
  7.58287546e-01 -1.77966804e+02]",-293609.95502032206,9.729021360049956
503,2.793877551020408,1.2000000000000002,"[-1.91745273e-04  8.00000000e+00  5.43139022e-01  1.49349943e-01
  7.61292864e-01 -1.77966687e+02]",-293607.7716255214,11.912416160688736
504,2.793877551020408,1.25,"[-2.73656504e-03  8.00000000e+00  5.43139063e-01  1.49331845e-01
  7.64850873e-01 -1.77966550e+02]",-293604.93655267666,14.74748900544364
505,2.793877551020408,1.3000000000000003,"[-5.02971118e-03  8.00000000e+00  5.38516481e-01  1.49665661e-01
  7.64853410e-01 -1.77966470e+02]",-293601.3186090535,18.36543262860505
506,2.793877551020408,1.35,"[-7.73167014e-03  8.00000000e+00  5.38516485e-01  1.49666286e-01
  7.68114573e-01 -1.77966406e+02]",-293596.9581579137,22.725883768405765
507,2.793877551020408,1.4000000000000004,"[-9.92489197e-03  8.00000000e+00  5.33853814e-01  1.49666388e-01
  7.71346076e-01 -1.77967142e+02]",-293591.5248868469,28.159154835215304
508,2.793877551020408,1.4500000000000002,"[-1.28237288e-02  8.00000000e+00  5.33853909e-01  1.49986701e-01
  7.74596616e-01 -1.77967276e+02]",-293585.2134456624,34.4705960197025
509,2.793877551020408,1.5,"[-1.57653752e-02  8.00000000e+00  5.29150243e-01  1.50000000e-01
  7.74596682e-01 -1.77967317e+02]",-293577.7262256916,41.957815990492236
510,2.826530612244898,-1.0,"[ 3.01299033e-02  8.00000000e+00  5.52268042e-01  1.49075162e-01
  7.51581190e-01 -1.77964984e+02]",-293596.92112467793,22.762917004176416
511,2.826530612244898,-0.95,"[ 3.01299011e-02  8.00000000e+00  5.52268044e-01  1.49075163e-01
  7.51581191e-01 -1.77964984e+02]",-293596.99337817065,22.690663511457387
512,2.826530612244898,-0.9,"[ 3.00237144e-02  7.99999913e+00  5.52264976e-01  1.49083732e-01
  7.51664814e-01 -1.77964973e+02]",-293597.0750130908,22.609028591308743
513,2.826530612244898,-0.85,"[ 3.00236550e-02  7.99999913e+00  5.52267999e-01  1.49083218e-01
  7.51664814e-01 -1.77964972e+02]",-293597.1645489465,22.519492735620588
514,2.826530612244898,-0.8,"[ 3.00235150e-02  7.99999913e+00  5.52268027e-01  1.49083208e-01
  7.51664785e-01 -1.77964972e+02]",-293597.2640335962,22.420008085900918
515,2.826530612244898,-0.75,"[ 3.00233634e-02  7.99999912e+00  5.52268049e-01  1.49083201e-01
  7.51664798e-01 -1.77964972e+02]",-293597.3745545228,22.309487159305718
516,2.826530612244898,-0.7,"[ 3.00231335e-02  7.99999912e+00  5.52268026e-01  1.49083190e-01
  7.51664818e-01 -1.77964972e+02]",-293597.49723979016,22.186801891948562
517,2.826530612244898,-0.6499999999999999,"[ 3.00229887e-02  7.99999912e+00  5.52268047e-01  1.49083183e-01
  7.51664797e-01 -1.77964972e+02]",-293597.6333136728,22.050728009315208
518,2.826530612244898,-0.6,"[ 2.96795199e-02  7.99999912e+00  5.52268268e-01  1.49051612e-01
  7.51664517e-01 -1.77964949e+02]",-293597.78499625897,21.899045423138887
519,2.826530612244898,-0.55,"[ 2.96708534e-02  7.99999908e+00  5.52268023e-01  1.49050938e-01
  7.51664890e-01 -1.77964948e+02]",-293597.9523991391,21.731642542988993
520,2.826530612244898,-0.5,"[ 2.96701618e-02  7.99999908e+00  5.52268122e-01  1.49050905e-01
  7.51664788e-01 -1.77964948e+02]",-293598.1374905352,21.546551146893762
521,2.826530612244898,-0.44999999999999996,"[ 2.93060225e-02  7.99999704e+00  5.52268050e-01  1.49017392e-01
  7.51661015e-01 -1.77964921e+02]",-293598.3427490154,21.341292666678783
522,2.826530612244898,-0.3999999999999999,"[ 2.93060224e-02  7.99999704e+00  5.52268050e-01  1.49017392e-01
  7.51661015e-01 -1.77964921e+02]",-293598.5688975067,21.11514417541912
523,2.826530612244898,-0.35,"[ 2.90971177e-02  7.99999588e+00  5.52268045e-01  1.48997417e-01
  7.51664673e-01 -1.77964907e+02]",-293598.8185176483,20.865524033783004
524,2.826530612244898,-0.29999999999999993,"[ 2.90893683e-02  7.99999588e+00  5.52268102e-01  1.48996644e-01
  7.51664851e-01 -1.77964907e+02]",-293599.09290255705,20.591139125055633
525,2.826530612244898,-0.25,"[ 2.87576104e-02  7.99992488e+00  5.52268039e-01  1.48996662e-01
  7.51604443e-01 -1.77964903e+02]",-293599.3948526797,20.289189002418425
526,2.826530612244898,-0.19999999999999996,"[ 2.87574687e-02  7.99992488e+00  5.52268060e-01  1.48996655e-01
  7.51604456e-01 -1.77964903e+02]",-293599.72582010593,19.958221576176584
527,2.826530612244898,-0.1499999999999999,"[ 2.87568985e-02  7.99992488e+00  5.52268003e-01  1.48996628e-01
  7.51604372e-01 -1.77964903e+02]",-293600.0876584222,19.59638325992273
528,2.826530612244898,-0.09999999999999998,"[ 2.80452733e-02  7.99992093e+00  5.52268210e-01  1.48996644e-01
  7.51487704e-01 -1.77964856e+02]",-293600.4860933108,19.197948371293023
529,2.826530612244898,-0.04999999999999993,"[ 2.64360839e-02  7.99992091e+00  5.52268117e-01  1.48996774e-01
  6.74536875e-01 -1.77962941e+02]",-293602.30806192977,17.375979752338026
530,2.826530612244898,0.0,"[ 2.59778432e-02  7.99992091e+00  5.52268042e-01  1.48996634e-01
  6.74536879e-01 -1.77962853e+02]",-293602.9340804977,16.749961184395943
531,2.826530612244898,0.050000000000000044,"[ 2.55161355e-02  7.99992091e+00  5.52272267e-01  1.48996644e-01
  6.74539940e-01 -1.77962765e+02]",-293603.6033196501,16.080722031998448
532,2.826530612244898,0.10000000000000009,"[ 2.49245389e-02  7.99992091e+00  5.52268049e-01  1.48996645e-01
  6.74536980e-01 -1.77962655e+02]",-293604.31584843533,15.368193246773444
533,2.826530612244898,0.15000000000000013,"[ 2.49245146e-02  7.99992091e+00  5.52268046e-01  1.48996643e-01
  6.74536978e-01 -1.77962655e+02]",-293605.0671143385,14.616927343595307
534,2.826530612244898,0.20000000000000018,"[ 2.36431987e-02  7.99992091e+00  5.52268050e-01  1.48997368e-01
  6.74536749e-01 -1.77962427e+02]",-293605.8615432671,13.822498415014707
535,2.826530612244898,0.25,"[ 2.29182118e-02  7.99992091e+00  5.52268046e-01  1.48996712e-01
  6.74536876e-01 -1.77962295e+02]",-293606.68762119353,12.996420488576405
536,2.826530612244898,0.30000000000000004,"[ 2.20983506e-02  7.99992124e+00  5.52268048e-01  1.48996645e-01
  6.74536863e-01 -1.77962139e+02]",-293607.5412146971,12.142826984985732
537,2.826530612244898,0.3500000000000001,"[ 2.20982624e-02  7.99992124e+00  5.52268039e-01  1.48996641e-01
  6.74536877e-01 -1.77962139e+02]",-293608.40840528376,11.275636398349889
538,2.826530612244898,0.40000000000000013,"[ 2.03182676e-02  7.99993207e+00  5.52268049e-01  1.48997105e-01
  6.74629640e-01 -1.77961812e+02]",-293609.2905779985,10.39346368360566
539,2.826530612244898,0.4500000000000002,"[ 1.91797750e-02  7.99993232e+00  5.52268586e-01  1.48997780e-01
  6.74536843e-01 -1.77961592e+02]",-293610.16342123284,9.520620449271519
540,2.826530612244898,0.5,"[ 1.79764219e-02  7.99993257e+00  5.52268050e-01  1.48996715e-01
  6.74536697e-01 -1.77961371e+02]",-293611.0064521388,8.677589543280192
541,2.826530612244898,0.55,"[ 1.66999449e-02  7.99993296e+00  5.52267946e-01  1.48997240e-01
  6.74536880e-01 -1.77961129e+02]",-293611.79714158253,7.886900099576451
542,2.826530612244898,0.6000000000000001,"[ 1.52565964e-02  7.99993307e+00  5.52268025e-01  1.48996678e-01
  6.74536883e-01 -1.77960871e+02]",-293612.5052578033,7.178783878800459
543,2.826530612244898,0.6500000000000001,"[ 1.37700812e-02  7.99993315e+00  5.52268050e-01  1.48992157e-01
  6.74555890e-01 -1.77960597e+02]",-293613.0926618399,6.591379842197057
544,2.826530612244898,0.7000000000000002,"[ 1.25130300e-02  7.99993333e+00  5.52268043e-01  1.49286238e-01
  6.74772124e-01 -1.77960364e+02]",-293613.5129570584,6.171084623725619
545,2.826530612244898,0.75,"[ 1.05008068e-02  7.99993482e+00  5.52268043e-01  1.49165542e-01
  6.78233001e-01 -1.77959783e+02]",-293613.75934599224,5.924695689871442
546,2.826530612244898,0.8,"[ 8.57080047e-03  7.99993536e+00  5.52268046e-01  1.49297431e-01
  6.78235107e-01 -1.77959435e+02]",-293613.728625346,5.955416336131748
547,2.826530612244898,0.8500000000000001,"[ 7.28195874e-03  7.99994831e+00  5.47722558e-01  1.49329373e-01
  6.81910382e-01 -1.77958899e+02]",-293613.41745280253,6.266588879574556
548,2.826530612244898,0.9000000000000001,"[ 4.81542702e-03  7.99992424e+00  5.47722582e-01  1.49331826e-01
  6.81909056e-01 -1.77958488e+02]",-293612.76173675846,6.922304923646152
549,2.826530612244898,0.9500000000000002,"[ 2.71577622e-03  7.99441795e+00  5.47722567e-01  1.49331834e-01
  6.85565448e-01 -1.77958003e+02]",-293611.65399871895,8.030042963160668
550,2.826530612244898,1.0,"[ 1.20665164e-03  7.99445563e+00  5.47722550e-01  1.49331846e-01
  6.95250628e-01 -1.77957455e+02]",-293610.0854529006,9.598588781489525
551,2.826530612244898,1.0500000000000003,"[ 6.57653502e-03  7.99453924e+00  5.47722552e-01  1.49301016e-01
  7.54546237e-01 -1.77956766e+02]",-293613.7372891639,5.94675251818262
552,2.826530612244898,1.1,"[ 4.84280518e-03  7.99456652e+00  5.47722880e-01  1.49333381e-01
  7.58287543e-01 -1.77956627e+02]",-293612.92680697836,6.757234703749418
553,2.826530612244898,1.15,"[ 1.76119444e-03  7.99458275e+00  5.47722553e-01  1.49331851e-01
  7.58291476e-01 -1.77956454e+02]",-293611.66069741186,8.023344270244706
554,2.826530612244898,1.2000000000000002,"[-1.35575243e-04  7.99509309e+00  5.43139024e-01  1.49332463e-01
  7.59470631e-01 -1.77955770e+02]",-293609.7638033081,9.920238374033943
555,2.826530612244898,1.25,"[-3.14230809e-03  7.99511100e+00  5.43139019e-01  1.49312444e-01
  7.61575311e-01 -1.77955623e+02]",-293607.37136695633,12.31267472577747
556,2.826530612244898,1.3000000000000003,"[-4.84857684e-03  7.99514861e+00  5.43140670e-01  1.49666293e-01
  7.64852923e-01 -1.77955532e+02]",-293604.23844744713,15.445594234974124
557,2.826530612244898,1.35,"[-7.11024205e-03  7.99511988e+00  5.38516411e-01  1.49663424e-01
  7.68114567e-01 -1.77955552e+02]",-293600.30913572246,19.37490595964482
558,2.826530612244898,1.4000000000000004,"[-1.03898690e-02  7.99513720e+00  5.38272790e-01  1.49666293e-01
  7.68647351e-01 -1.77955515e+02]",-293595.4833461364,24.20069554570364
559,2.826530612244898,1.4500000000000002,"[-1.27812624e-02  7.99516231e+00  5.33853913e-01  1.49685777e-01
  7.72772677e-01 -1.77955514e+02]",-293589.67379851104,30.010243171069305
560,2.826530612244898,1.5,"[-1.59325210e-02  7.99518171e+00  5.33477002e-01  1.49999995e-01
  7.74596667e-01 -1.77955553e+02]",-293582.8498351135,36.834206568601076
561,2.8591836734693876,-1.0,"[ 3.01532859e-02  7.99489686e+00  5.52267956e-01  1.49026395e-01
  7.51664763e-01 -1.77953272e+02]",-293596.8811808387,22.80286084342515
562,2.8591836734693876,-0.95,"[ 3.01531214e-02  7.99489686e+00  5.52268044e-01  1.49026425e-01
  7.51664813e-01 -1.77953272e+02]",-293596.9489072277,22.735134454385843
563,2.8591836734693876,-0.9,"[ 3.01531214e-02  7.99489686e+00  5.52268044e-01  1.49026425e-01
  7.51664813e-01 -1.77953272e+02]",-293597.0243574019,22.65968428022461
564,2.8591836734693876,-0.85,"[ 3.01531214e-02  7.99489686e+00  5.52268044e-01  1.49026425e-01
  7.51664813e-01 -1.77953272e+02]",-293597.1083689254,22.5756727567059
565,2.8591836734693876,-0.8,"[ 3.01531214e-02  7.99489686e+00  5.52268044e-01  1.49026425e-01
  7.51664813e-01 -1.77953272e+02]",-293597.2018572927,22.482184389431495
566,2.8591836734693876,-0.75,"[ 3.01531214e-02  7.99489686e+00  5.52268044e-01  1.49026425e-01
  7.51664813e-01 -1.77953272e+02]",-293597.3058234074,22.378218274679966
567,2.8591836734693876,-0.7,"[ 2.98735078e-02  7.99489532e+00  5.52268061e-01  1.49009009e-01
  7.51664811e-01 -1.77953253e+02]",-293597.42194332235,22.262098359758966
568,2.8591836734693876,-0.6499999999999999,"[ 2.98732595e-02  7.99489531e+00  5.52268037e-01  1.49008997e-01
  7.51664833e-01 -1.77953253e+02]",-293597.55052111845,22.13352056365693
569,2.8591836734693876,-0.6,"[ 2.98731651e-02  7.99489531e+00  5.52268050e-01  1.49008993e-01
  7.51664818e-01 -1.77953253e+02]",-293597.69317418506,21.990867497050203
570,2.8591836734693876,-0.55,"[ 2.98557674e-02  7.99489531e+00  5.52266322e-01  1.49008165e-01
  7.51662256e-01 -1.77953252e+02]",-293597.85129357415,21.83274810796138
571,2.8591836734693876,-0.5,"[ 2.95089502e-02  7.99489539e+00  5.52268025e-01  1.48996786e-01
  7.51664702e-01 -1.77953228e+02]",-293598.02729838685,21.65674329525791
572,2.8591836734693876,-0.44999999999999996,"[ 2.95087669e-02  7.99489539e+00  5.52268043e-01  1.48996774e-01
  7.51664721e-01 -1.77953228e+02]",-293598.2215097653,21.46253191679716
573,2.8591836734693876,-0.3999999999999999,"[ 2.95086902e-02  7.99489539e+00  5.52268054e-01  1.48996771e-01
  7.51664728e-01 -1.77953228e+02]",-293598.4360506184,21.24799106369028
574,2.8591836734693876,-0.35,"[ 2.91464746e-02  7.99489338e+00  5.52268043e-01  1.48997730e-01
  7.51650202e-01 -1.77953204e+02]",-293598.6736054268,21.010436255310196
